,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Winde Speed,Country,Date
279,Banjar,-8.19,114.97,78.8,88,20,1.12,ID,1603750603
280,Brigantine,39.41,-74.36,64.99,93,90,3.36,US,1603750866
281,Leshukonskoye,64.9,45.76,26.8,96,100,10.31,RU,1603750967
282,Biltine,14.53,20.92,80.19,18,34,6.87,TD,1603750609
283,Omboué,-1.57,9.26,76.3,89,80,6.93,GA,1603750967
284,Ossora,59.24,163.07,38.44,94,100,10.8,RU,1603750968
285,Antofagasta,-23.65,-70.4,60.8,72,75,16.11,CL,1603750716
286,Barcelos,41.54,-8.62,51.8,100,20,6.93,PT,1603750968
287,La Ronge,55.1,-105.28,30.2,50,20,11.41,CA,1603750613
288,Kawalu,-7.38,108.21,72.27,93,100,2.28,ID,1603750968
289,Kuusamo,65.97,29.18,41.0,93,90,9.17,FI,1603750968
290,Aberdeen,57.14,-2.1,46.4,87,40,10.29,GB,1603750947
291,Adrar,20.5,-10.07,87.53,13,7,5.12,MR,1603750596
292,Amahai,-3.33,128.92,84.0,90,100,3.33,ID,1603750969
293,Mandalī,33.75,45.55,71.29,21,0,7.83,IQ,1603750969
294,The Valley,18.22,-63.06,82.4,83,40,12.75,AI,1603750969
295,Neya,58.3,43.87,29.53,96,0,4.34,RU,1603750969
296,Khovd,48.01,91.64,27.75,80,0,0.96,MN,1603750969
297,Tahe,52.33,124.73,32.92,96,100,4.16,CN,1603750969
298,Dafeng,23.45,108.59,67.5,84,21,3.67,CN,1603750970
299,Sremska Mitrovica,44.98,19.61,53.6,100,0,4.72,RS,1603750970
300,Eidfjord,60.47,7.07,35.01,89,79,4.09,NO,1603750970
301,Sinnamary,5.38,-52.95,80.51,84,1,9.84,GF,1603750598
302,Autun,46.95,4.3,48.0,81,0,4.7,FR,1603750970
303,Muros,42.78,-9.06,55.0,89,100,7.0,ES,1603750971
304,Ahipara,-35.17,173.17,68.61,72,22,5.14,NZ,1603750615
305,Daoukro,7.06,-3.96,74.97,85,100,2.86,CI,1603750971
306,Chalakudi,10.3,76.34,78.8,94,75,1.36,IN,1603750971
307,Ostrovnoy,68.05,39.51,40.8,94,100,29.12,RU,1603750367
308,Kaeo,-35.1,173.78,72.0,83,28,5.01,NZ,1603750971
309,Bathsheba,13.22,-59.52,78.8,88,75,21.92,BB,1603750615
310,Chernyshevskiy,63.01,112.47,10.99,88,82,2.08,RU,1603750971
311,La Santisima Trinidad,-14.83,-64.9,73.0,93,85,10.56,BO,1603750972
312,Adelaide,-34.93,138.6,59.0,87,75,9.17,AU,1603750733
313,Sahuaripa,29.05,-109.23,78.89,43,22,16.02,MX,1603750972
314,Lázaro Cárdenas,17.96,-102.2,84.52,78,100,8.43,MX,1603750560
315,Khor,47.89,134.95,34.99,92,43,4.74,RU,1603750592
316,Kusa,55.34,59.44,25.61,95,100,17.2,RU,1603750972
317,Vostok,46.49,135.88,27.75,99,0,3.47,RU,1603750897
318,Halifax,44.65,-63.57,50.0,87,90,8.05,CA,1603750917
319,Port Blair,11.67,92.75,79.27,81,11,4.38,IN,1603750387
320,High Level,58.52,-117.14,28.4,58,90,5.82,CA,1603750973
321,Suntar,62.14,117.63,14.92,90,100,2.04,RU,1603750909
322,La Libertad,-2.23,-80.9,73.4,78,75,11.41,EC,1603750610
323,Tūkrah,32.53,20.58,69.3,68,18,5.97,LY,1603750973
324,Suozhen,36.95,118.1,54.59,41,90,4.27,CN,1603750973
325,Poços de Caldas,-21.79,-46.56,64.4,67,54,2.84,BR,1603750974
326,Upata,8.01,-62.4,79.0,87,93,5.01,VE,1603750974
327,Rosedale,39.32,-76.52,62.01,100,90,2.75,US,1603750943
328,Sovetskaya Gavan',48.97,140.29,35.96,82,0,3.96,RU,1603750974
329,Jiayuguan City,39.82,98.3,32.68,72,90,1.14,CN,1603750974
330,La Palma,33.85,-118.05,73.99,4,1,4.7,US,1603750760
331,Half Moon Bay,37.46,-122.43,73.4,7,1,13.87,US,1603750614
332,Ankang,32.68,109.02,55.99,53,100,7.0,CN,1603750938
333,Agar,23.7,76.02,69.66,36,2,3.69,IN,1603750975
334,Hoshcha,50.6,26.67,50.41,89,6,9.73,UA,1603750975
335,Ciudad Bolivar,8.12,-63.55,83.93,67,94,8.12,VE,1603750975
336,Umluj,25.02,37.27,80.13,52,0,3.87,SA,1603750975
337,Torbay,47.67,-52.73,36.0,64,75,6.93,CA,1603750587
338,Yulara,-25.24,130.99,59.0,33,0,8.05,AU,1603750607
339,Dabakala,8.37,-4.43,78.19,59,89,1.59,CI,1603750976
340,Bethel,41.37,-73.41,53.6,93,90,2.46,US,1603750426
341,Trat,12.5,102.5,72.16,91,100,3.71,TH,1603750598
342,Châlette-sur-Loing,48.01,2.74,48.0,90,33,11.07,FR,1603750976
343,Hambantota,6.12,81.12,78.8,94,40,2.24,LK,1603750462
344,Kumul,42.8,93.45,37.06,67,99,3.94,CN,1603750605
345,Kruisfontein,-34.0,24.73,64.0,90,100,5.01,ZA,1603750587
346,Caldwell,43.66,-116.69,45.0,17,75,9.17,US,1603750977
347,Samfya,-11.36,29.56,77.63,46,19,10.89,ZM,1603750977
348,El Alto,-4.27,-81.21,67.57,81,65,12.28,PE,1603750613
349,Puerto Quijarro,-17.78,-57.77,77.13,87,100,7.78,BO,1603750977
350,Tura,25.52,90.22,68.88,91,0,2.95,IN,1603750977
351,Nyrob,60.73,56.72,20.1,95,0,7.4,RU,1603750977
352,Nemuro,43.32,145.57,49.62,77,35,8.72,JP,1603750927
353,Muravlenko,63.79,74.52,12.11,96,100,15.66,RU,1603750619
354,Chesma,53.81,60.65,27.3,97,100,28.88,RU,1603750978
355,Port Hardy,50.7,-127.42,44.6,100,90,8.05,CA,1603750586
356,Kieta,-6.22,155.63,83.5,67,63,2.44,PG,1603750614
357,Magdagachi,53.45,125.8,29.8,99,100,7.87,RU,1603750978
358,Garachiné,8.06,-78.36,81.14,81,87,7.72,PA,1603750978
359,Ubari,26.59,12.78,73.31,25,80,12.53,LY,1603750978
360,Kyshtovka,56.55,76.63,42.62,94,100,10.74,RU,1603750925
361,Cravo Norte,6.3,-70.2,83.68,77,46,6.58,CO,1603750596
362,Igarka,67.47,86.58,-3.23,89,0,6.35,RU,1603750979
363,Astoria,46.19,-123.83,54.0,46,1,10.29,US,1603750979
364,Pestovo,58.59,35.8,44.04,87,100,9.24,RU,1603750979
365,Mpika,-11.83,31.45,66.96,59,39,7.4,ZM,1603750979
366,Zhangye,38.93,100.45,37.58,61,97,3.42,CN,1603750979
367,Yaan,7.38,8.57,76.28,84,92,5.26,NG,1603750979
368,Hohhot,40.81,111.65,21.2,53,0,4.47,CN,1603750980
369,Belaguntha,19.88,84.65,70.7,68,0,2.62,IN,1603750980
370,Pangody,65.85,74.49,3.74,94,2,9.37,RU,1603750908
371,Chinna Salem,11.65,78.9,74.8,81,17,2.15,IN,1603750980
372,Rockland,41.17,-74.05,55.0,96,99,2.15,US,1603750980
373,Tevaitoa,-16.78,-151.5,81.05,76,93,16.17,PF,1603750980
374,Vila Franca do Campo,37.72,-25.43,68.0,82,40,14.99,PT,1603750612
375,Manado,1.49,124.85,71.6,100,20,3.36,ID,1603750598
376,Northam,51.03,-4.22,50.0,85,22,8.99,GB,1603750923
377,Sola,-13.88,167.55,84.2,79,75,5.82,VU,1603750981
378,Caucayá,-0.19,-74.78,87.28,64,87,2.19,CO,1603750981
379,Roald,62.58,6.13,46.0,87,0,2.24,NO,1603750981
380,Simao,22.79,100.97,60.69,92,26,1.61,CN,1603750981
381,Nouna,12.73,-3.87,81.16,21,43,2.86,BF,1603750982
382,Samarai,-10.62,150.67,81.48,83,95,9.13,PG,1603750943
383,Giza,30.01,31.21,75.2,73,0,5.82,EG,1603750982
384,Ledyard Center,41.44,-72.01,54.0,93,90,8.05,US,1603750982
385,Borinskoye,52.46,39.37,39.2,93,0,6.71,RU,1603750982
386,Tai’an,36.19,117.12,60.01,41,79,1.01,CN,1603750982
387,Alice Springs,-23.7,133.88,60.8,31,0,6.93,AU,1603750605
388,Requena,39.49,-1.1,46.0,63,2,3.0,ES,1603750983
389,Dingle,11.0,122.67,75.6,91,100,5.44,PH,1603750605
390,Bereket,39.24,55.52,63.77,28,100,5.91,TM,1603750983
391,Am Timan,11.03,20.28,77.99,39,96,3.87,TD,1603750983
392,Salinópolis,-0.61,-47.36,81.46,77,48,11.61,BR,1603750607
393,Coahuayana Viejo,18.73,-103.68,84.2,70,75,17.22,MX,1603750598
394,Turukhansk,65.82,87.98,-1.07,89,0,6.69,RU,1603750939
395,Caravelas,-17.71,-39.25,75.25,85,3,7.18,BR,1603750898
396,Daru,-9.08,143.21,81.36,78,73,7.87,PG,1603750611
397,Doha,25.29,51.53,79.0,74,0,4.7,QA,1603750591
398,Havre-St-Pierre,50.23,-63.6,32.0,80,90,4.7,CA,1603750921
399,Molochnoye,59.29,39.68,36.57,89,95,10.78,RU,1603750984
400,Karratha,-20.74,116.85,67.46,63,26,6.87,AU,1603750984
401,Abhā,18.22,42.51,59.0,22,0,3.38,SA,1603750984
402,Lagos,6.58,3.75,77.61,92,100,3.98,NG,1603750614
403,Pacific Grove,36.62,-121.92,72.0,21,1,8.05,US,1603750618
404,Lorengau,-2.02,147.27,80.96,80,100,5.7,PG,1603750548
405,Eyl,7.98,49.82,78.21,77,93,7.16,SO,1603750985
406,Puerto del Rosario,28.5,-13.86,71.6,83,40,18.34,ES,1603750985
407,Zhob,31.34,69.45,51.66,35,0,1.99,PK,1603750985
408,Agde,43.31,3.48,53.6,66,75,11.41,FR,1603750985
409,Mar del Plata,-38.0,-57.56,59.0,58,0,9.17,AR,1603750591
410,Dawlatabad,36.41,64.91,47.98,59,25,1.43,AF,1603750985
411,Mount Gambier,-37.83,140.77,48.2,87,95,9.17,AU,1603750602
412,Jinchang,38.5,102.17,40.05,55,99,2.35,CN,1603750986
413,Surskoye,54.48,46.72,30.58,95,0,2.75,RU,1603750986
414,Sambava,-14.27,50.17,71.1,85,4,7.78,MG,1603750614
415,Codrington,-38.27,141.97,53.94,75,55,15.39,AU,1603750600
416,Nelson Bay,-32.72,152.15,62.01,100,90,12.75,AU,1603750614
417,Dera Bugti,29.03,69.15,64.94,26,0,1.83,PK,1603750986
418,Lang Son,21.83,106.73,64.35,94,6,4.0,VN,1603750849
419,Boda,4.32,17.47,72.09,90,100,1.32,CF,1603750987
420,Napanee,44.25,-76.95,41.0,93,90,6.93,CA,1603750791
421,Harper,4.38,-7.72,77.83,90,79,8.93,LR,1603750987
422,Krasnosel'kup,65.7,82.47,-0.87,90,0,10.16,RU,1603750987
423,Vengerovo,55.68,76.75,44.53,82,100,14.97,RU,1603750987
424,Guatire,10.48,-66.54,75.51,84,49,3.4,VE,1603750987
425,Zyryanka,65.75,150.85,3.52,92,0,1.12,RU,1603750987
426,San Jose,37.34,-121.89,75.2,6,20,11.41,US,1603750842
427,Fremont,37.55,-121.99,75.0,8,5,5.46,US,1603750887
428,Mayo,38.89,-76.51,62.01,100,90,3.36,US,1603750988
429,Praia da Vitória,38.73,-27.07,69.8,83,75,10.16,PT,1603750988
430,Koungheul,13.98,-14.8,83.84,16,1,5.03,SN,1603750988
431,Monrovia,6.3,-10.8,80.2,83,84,9.48,LR,1603750600
432,Luena,-11.78,19.92,66.24,84,100,5.03,AO,1603750988
433,Ambulu,-8.35,113.61,76.12,88,68,1.72,ID,1603750989
434,Grindavik,63.84,-22.43,39.2,80,75,19.46,IS,1603750614
435,Belyy Yar,53.6,91.39,39.2,93,0,6.71,RU,1603750989
436,Wuning,29.26,120.23,61.12,85,99,2.48,CN,1603750989
437,Mabaruma,8.2,-59.78,77.18,91,96,3.56,GY,1603750989
438,Ngudu,-2.97,33.33,69.24,81,94,2.13,TZ,1603750989
439,Egvekinot,66.32,-179.17,22.8,96,100,3.56,RU,1603750990
440,Santa Isabel,-23.32,-46.22,71.6,82,0,13.87,BR,1603750990
441,Yarega,63.44,53.58,19.92,97,96,2.1,RU,1603750990
442,Murray Bridge,-35.12,139.27,53.01,99,97,4.79,AU,1603750502
443,Brenes,37.55,-5.87,59.0,81,0,1.12,ES,1603750990
444,Ayan,56.45,138.17,32.61,75,3,3.42,RU,1603750587
445,Villars-sur-Glâne,46.79,7.12,44.6,87,75,4.7,CH,1603750991
446,Sakakah,29.97,40.21,73.4,10,0,6.93,SA,1603750991
447,Adamovka,51.52,59.94,32.11,87,91,23.0,RU,1603750991
448,Tabuk,17.42,121.44,74.66,90,99,1.25,PH,1603750991
449,Puerto Escondido,15.85,-97.07,86.0,66,75,5.82,MX,1603750604
450,Grand Gaube,-20.01,57.66,72.0,77,0,4.0,MU,1603750991
451,Westport,41.14,-73.36,55.99,100,90,14.99,US,1603750444
452,Laas,46.62,10.7,48.0,66,90,5.82,IT,1603750991
453,Hasaki,35.73,140.83,55.0,93,75,8.05,JP,1603750479
454,Poum,-20.23,164.02,76.8,74,0,11.7,NC,1603750619
455,Redmond,47.67,-122.12,50.0,62,55,3.36,US,1603750778
456,Znamenskoye,57.13,73.83,42.78,95,100,9.06,RU,1603750992
457,Bowen,-20.02,148.23,71.6,94,90,3.36,AU,1603750992
458,Rincon,32.3,-81.24,71.6,83,90,6.93,US,1603750992
459,Plymouth,41.83,-70.83,55.4,93,90,5.82,US,1603750759
460,Cabo Rojo,18.09,-67.15,84.0,85,73,1.01,PR,1603750992
461,Ayorou,14.73,0.92,85.78,12,1,6.49,NE,1603750993
462,Kirovskiy,45.09,133.51,36.52,84,94,6.31,RU,1603750865
463,Ambon City,-3.7,128.18,75.2,94,40,8.05,ID,1603750586
464,Mehamn,71.04,27.85,33.8,80,0,13.87,NO,1603750993
465,Tres Arroyos,-38.37,-60.28,63.18,59,0,7.7,AR,1603750993
466,Salalah,17.02,54.09,77.0,61,0,5.82,OM,1603750602
467,Lubao,14.92,120.55,77.0,94,75,4.7,PH,1603750993
468,Paracuru,-3.41,-39.03,80.01,75,0,13.0,BR,1603750994
469,Ostashkov,57.15,33.11,45.21,88,100,8.75,RU,1603750994
470,Esim,4.87,-2.24,78.22,86,100,5.19,GH,1603750924
471,Cayenne,4.93,-52.33,82.4,78,40,3.36,GF,1603750606
472,Ulladulla,-35.35,150.47,55.99,87,75,11.41,AU,1603750612
473,Dalvik,65.97,-18.53,35.6,74,90,8.05,IS,1603750994
474,San Quintín,30.48,-115.95,69.51,40,17,11.14,MX,1603750606
475,Wennigsen,52.27,9.57,48.0,71,100,5.01,DE,1603750994
476,Cadillac,44.25,-85.4,35.6,90,90,4.7,US,1603750995
477,Tiksi,71.69,128.87,6.37,94,99,7.23,RU,1603750585
478,Chaplynka,46.37,33.54,60.96,81,100,14.38,UA,1603750995
479,Port Hedland,-20.32,118.57,71.6,88,90,3.36,AU,1603750600
480,San Cristobal,7.77,-72.22,87.8,58,40,11.41,VE,1603750618
481,Tilichiki,60.47,166.1,30.25,96,100,7.02,RU,1603750617
482,Belaya Gora,68.53,146.42,3.07,88,11,5.08,RU,1603750995
483,Iracoubo,5.48,-53.2,81.09,82,1,10.13,GF,1603750995
484,Dudinka,69.41,86.18,1.4,84,40,0.89,RU,1603750445
485,Alta Floresta,-9.88,-56.09,75.69,86,97,1.88,BR,1603750938
486,Sīta Road,27.03,67.85,71.22,21,0,3.2,PK,1603750996
487,Mareeba,-17.0,145.43,80.01,61,100,3.36,AU,1603750996
488,Ailigandí,9.23,-78.02,82.44,78,72,4.61,PA,1603750996
489,Assiut,27.18,31.18,71.6,60,0,4.7,EG,1603750996
490,Kuytun,54.34,101.5,25.3,89,80,4.38,RU,1603750996
491,Neuquén,-38.95,-68.06,75.2,25,0,4.7,AR,1603750997
492,Tefé,-3.35,-64.71,91.4,55,20,4.7,BR,1603750998
493,Kushmurun,52.45,64.63,31.51,94,100,23.33,KZ,1603750998
494,Port Jervis,41.38,-74.69,52.0,10,100,1.07,US,1603750999
495,Ambilobe,-13.2,49.05,72.18,73,17,4.41,MG,1603750593
496,Myaundzha,63.05,147.19,3.63,80,0,1.07,RU,1603750999
497,Abu Samrah,35.3,37.18,69.49,23,0,10.96,SY,1603751000
498,Olinda,-8.01,-34.86,80.6,74,75,9.17,BR,1603751000
499,Sakleshpur,12.97,75.78,64.81,86,0,3.69,IN,1603751001
500,Paamiut,61.99,-49.67,32.45,90,98,29.48,GL,1603750601
501,Oistins,13.07,-59.53,78.8,88,75,21.92,BB,1603751001
502,Kemijärvi,66.71,27.43,40.86,96,100,8.16,FI,1603751002
503,Necochea,-38.55,-58.74,64.0,63,0,4.0,AR,1603750477
504,Traian,46.63,27.03,54.0,100,90,1.12,RO,1603751002
505,Kangaatsiaq,68.31,-53.46,24.13,91,83,8.7,GL,1603751003
506,Mossamedes,-15.2,12.15,69.53,78,75,1.61,AO,1603750613
507,Price,39.6,-110.81,39.2,21,1,11.41,US,1603751004
508,Caohai,26.87,104.28,50.45,98,100,3.24,CN,1603751004
509,Kibala,9.11,18.35,77.0,88,0,2.1,TD,1603751005
510,Jurm,36.86,70.83,43.25,45,0,2.68,AF,1603751005
511,Russell,32.35,-85.2,80.6,65,40,5.82,US,1603750623
512,Gornopravdinsk,60.05,69.9,29.79,97,100,14.05,RU,1603750916
513,Jasper,37.2,-94.35,32.0,98,90,12.75,US,1603751006
514,Atasū,48.68,71.64,44.26,72,81,18.3,KZ,1603750618
515,Saint Stephen,50.33,-4.9,51.8,76,75,14.99,GB,1603751006
516,Ouésso,1.61,16.05,72.05,94,71,1.34,CG,1603751007
517,Carupano,10.67,-63.26,79.79,84,65,8.14,VE,1603751007
518,Verkhnyaya Khava,51.84,39.94,41.0,80,0,4.47,RU,1603751008
519,Kedrovyy,56.17,91.82,33.8,100,40,5.03,RU,1603751009
520,Jiuquan,39.74,98.52,32.67,73,82,1.07,CN,1603750607
521,Balotra,25.83,72.23,76.75,21,0,4.38,IN,1603751009
522,Cap Malheureux,-19.98,57.61,72.0,77,0,4.0,MU,1603751010
523,Kez,57.9,53.72,26.24,92,76,8.46,RU,1603751010
524,Saint-Pierre,-21.34,55.48,71.6,78,11,4.7,RE,1603750914
525,Hualmay,-11.1,-77.61,67.35,74,98,8.93,PE,1603750907
526,Vammala,61.33,22.9,50.0,93,90,10.29,FI,1603751011
527,Kosonsoy,41.26,71.55,50.0,48,0,9.17,UZ,1603751011
528,North Bend,43.41,-124.22,61.0,47,1,16.11,US,1603750613
529,Panabá,21.28,-88.27,80.6,88,100,13.49,MX,1603751012
530,Kruszwica,52.68,18.33,54.0,90,97,9.46,PL,1603751012
531,Takoradze,4.88,-1.76,77.88,87,100,6.22,GH,1603750607
532,Katangli,51.71,143.23,37.72,89,98,11.45,RU,1603751013
533,Khandyga,62.67,135.6,14.54,87,99,2.35,RU,1603751014
534,Kaoma,-14.78,24.8,71.62,27,2,7.67,ZM,1603751014
535,Barabai,-2.58,115.38,74.88,93,99,1.48,ID,1603751015
536,Aksha,50.28,113.29,22.28,73,37,6.71,RU,1603751015
537,Ryōtsu-minato,38.08,138.43,51.8,93,40,9.17,JP,1603751016
538,Chicama,-7.84,-79.15,70.32,66,98,8.46,PE,1603750930
539,Nuuk,64.18,-51.72,28.4,68,100,2.24,GL,1603750547
540,Tymovskoye,50.85,142.66,37.29,90,100,4.63,RU,1603751017
541,Agadez,19.75,10.25,71.31,21,0,6.91,NE,1603751017
542,Vanimo,-2.67,141.3,80.67,69,20,1.12,PG,1603751018
543,Lüderitz,-26.65,15.16,61.75,71,0,12.71,NA,1603750606
544,Heinola,61.21,26.04,48.2,93,90,8.05,FI,1603751019
545,Dicabisagan,17.08,122.42,78.42,85,100,1.7,PH,1603751019
546,Tottori-shi,35.5,134.23,50.0,87,75,10.29,JP,1603751020
547,Heraclea,37.51,34.05,60.64,33,100,3.78,TR,1603751020
548,Gelgaudiškis,55.08,22.98,52.97,90,62,13.02,LT,1603751021
549,Marakkanam,12.2,79.95,78.01,82,1,7.2,IN,1603751021
550,Padre Paraíso,-17.07,-41.48,68.67,92,3,1.21,BR,1603751022
551,Panzhihua,26.59,101.71,64.42,78,25,0.38,CN,1603751022
552,Kindu,-2.95,25.95,69.85,93,4,0.78,CD,1603750937
553,Biak,-0.91,122.88,76.96,78,99,3.0,ID,1603750611
554,Roebourne,-20.78,117.13,68.11,67,22,4.14,AU,1603751023
555,Santa Cruz de la Sierra,-17.8,-63.17,82.4,48,75,9.17,BO,1603750840
556,Ust-Kuyga,70.02,135.6,-2.67,87,94,2.51,RU,1603751024
557,Kununurra,-15.77,128.73,73.4,100,75,6.93,AU,1603750622
558,Perth,-31.93,115.83,59.0,100,75,5.82,AU,1603750467
559,Meulaboh,4.14,96.13,76.1,87,96,4.63,ID,1603750616
560,Pemberton,50.32,-122.8,46.0,48,20,2.24,CA,1603751025
561,Hornepayne,49.21,-84.77,27.16,85,49,3.6,CA,1603751025
